transaction_id,account_id,amount,date,type
2594,342,602.64,2024-07-04 17:37:29,withdrawal
2595,57,282.52,2025-09-12 19:22:27,withdrawal
2596,95,1574.31,2024-07-11 15:56:24,deposit
2597,7,1888.91,2025-11-24 13:17:47,withdrawal
2598,188,1746.27,2024-07-16 15:15:45,deposit
2599,180,762.76,2025-03-07 04:59:43,deposit
2600,555,1356.24,2025-11-16 23:49:55,withdrawal
2601,840,1064.52,2025-06-13 12:21:03,transfer
2602,996,1882.88,2024-12-03 13:41:36,transfer
2603,600,961.35,2025-06-07 14:19:32,transfer
2604,503,549.35,2024-04-08 17:53:02,deposit
2605,125,49.38,2025-08-14 07:08:45,transfer
2606,707,1872.92,2024-03-28 13:41:28,transfer
2607,581,1118.46,2024-05-31 12:47:17,deposit
2608,789,54.95,2024-12-06 15:04:16,deposit
2609,174,490.3,2024-11-08 02:17:46,withdrawal
2610,14,765.05,2024-06-26 00:44:29,deposit
2611,852,1748.94,2024-05-13 02:35:40,deposit
2612,728,329.72,2025-09-25 06:27:00,transfer
2613,800,491.33,2025-09-19 01:31:29,deposit
2614,843,252.33,2025-04-18 03:09:58,withdrawal
2615,243,240.3,2025-03-12 03:57:52,transfer
2616,185,1119.57,2024-05-18 14:55:42,transfer
2617,50,294.25,2024-11-16 14:30:42,transfer
2618,379,1764.4,2025-11-03 15:18:41,transfer
2619,583,397.66,2025-05-02 20:44:15,withdrawal
2620,217,1911.26,2025-06-26 12:16:30,deposit
2621,909,1412.27,2024-02-22 16:04:32,deposit
2622,702,106.36,2024-08-01 23:34:18,deposit
2623,444,1557.71,2025-04-25 08:46:22,deposit
2624,2,1370.13,2023-12-17 17:56:13,deposit
2625,924,1584.84,2024-10-08 22:09:57,withdrawal
2626,98,636.7,2024-09-12 00:55:26,withdrawal
2627,334,890.98,2024-11-23 00:27:38,withdrawal
2628,684,69.38,2023-12-29 00:07:30,withdrawal
2629,166,1571.9,2024-06-28 03:37:26,deposit
2630,449,793.17,2024-06-29 13:29:05,withdrawal
2631,759,1886.93,2025-03-25 10:58:25,deposit
2632,56,749.96,2024-07-27 03:29:20,withdrawal
2633,430,1983.7,2025-02-21 03:59:46,withdrawal
2634,242,1812.2,2024-12-16 02:50:27,transfer
2635,381,1515.32,2025-02-15 09:36:02,withdrawal
2636,648,357.48,2023-12-16 03:33:32,transfer
2637,164,1939.74,2024-01-21 00:47:31,transfer
2638,826,375.39,2024-01-17 23:15:10,deposit
2639,284,15.35,2024-06-12 09:22:37,transfer
2640,78,1369.53,2024-06-12 10:01:27,withdrawal
2641,252,1289.58,2025-03-10 16:58:28,transfer
2642,860,1440.86,2024-03-28 18:31:44,transfer
2643,637,1127.76,2025-11-06 04:32:26,withdrawal
2644,175,1435.89,2024-10-03 17:37:18,withdrawal
2645,350,543.83,2024-03-27 12:42:29,transfer
2646,170,416.03,2024-04-01 12:13:53,withdrawal
2647,234,758.27,2025-01-01 11:10:56,transfer
2648,410,1266.03,2025-07-24 16:48:43,withdrawal
2649,836,281.3,2025-06-25 01:56:18,withdrawal
2650,340,258.59,2025-05-15 19:36:29,deposit
2651,180,562.32,2025-04-28 06:15:47,deposit
2652,201,733.5,2025-10-08 21:23:22,transfer
2653,905,659.22,2025-08-09 11:29:11,withdrawal
2654,895,470.46,2024-02-15 04:42:58,withdrawal
2655,235,158.61,2024-07-07 07:06:42,withdrawal
2656,590,1086.01,2025-09-23 15:25:22,deposit
2657,958,497.09,2024-04-04 09:15:20,transfer
2658,143,1203.06,2025-11-26 13:10:57,deposit
2659,512,805.95,2024-10-29 19:45:32,deposit
2660,944,911.61,2024-01-04 00:48:59,transfer
2661,929,434.95,2024-06-14 06:43:44,transfer
2662,916,147.56,2025-09-26 09:42:38,deposit
2663,545,1026.12,2024-12-30 02:24:40,deposit
2664,715,178.21,2024-10-28 17:05:58,deposit
2665,989,1359.22,2025-08-18 18:12:46,withdrawal
2666,614,1403.42,2024-12-07 20:42:10,transfer
2667,676,1004.04,2024-10-16 23:11:12,transfer
2668,806,832.6,2025-02-07 11:27:42,withdrawal
2669,164,781.95,2025-01-06 19:06:04,withdrawal
2670,327,1380.6,2024-04-02 21:38:03,deposit
2671,290,908.33,2025-11-07 21:37:44,transfer
2672,838,239.96,2024-02-21 09:03:30,withdrawal
2673,544,1942.62,2024-09-03 12:54:37,deposit
2674,32,1875.86,2025-01-03 01:13:50,transfer
2675,642,1744.39,2024-10-15 06:22:13,withdrawal
2676,422,1896.34,2025-06-07 04:52:09,transfer
2677,817,1598.82,2024-02-19 10:12:11,transfer
2678,19,1840.7,2024-07-14 02:02:26,deposit
2679,901,1307.65,2025-06-13 16:11:26,transfer
2680,378,418.29,2025-05-16 03:20:39,withdrawal
2681,291,425.73,2024-08-26 17:46:56,withdrawal
2682,926,1106.01,2024-12-31 19:49:06,transfer
2683,532,1902.14,2024-05-21 08:28:02,deposit
2684,149,1965.43,2025-05-14 11:21:13,transfer
2685,93,488.48,2024-05-07 14:49:34,deposit
2686,249,1321.47,2024-01-06 06:24:04,deposit
2687,327,421.58,2025-04-16 21:58:42,deposit
2688,218,1522.68,2024-03-18 23:32:07,withdrawal
2689,231,1332.36,2024-08-16 01:21:57,deposit
2690,735,1910.38,2025-09-30 17:07:21,withdrawal
2691,422,736.02,2024-09-27 23:19:50,withdrawal
2692,970,1883.32,2025-01-24 21:53:40,withdrawal
2693,803,1266.06,2024-10-28 11:31:06,withdrawal
2694,919,259.14,2024-04-17 01:55:48,withdrawal
2695,149,1371.06,2025-03-26 07:49:42,withdrawal
2696,878,1950.62,2025-05-03 14:04:33,withdrawal
2697,582,828.99,2024-12-04 17:21:48,deposit
2698,155,72.43,2025-05-10 03:03:42,deposit
2699,170,1429.97,2025-01-24 20:31:51,withdrawal
2700,477,330.46,2024-06-09 09:29:37,withdrawal
2701,210,1814.17,2024-04-18 20:16:34,deposit
2702,531,1002.88,2025-07-09 22:02:50,deposit
2703,472,716.42,2024-10-04 17:17:13,deposit
2704,260,775.75,2024-05-20 12:21:18,withdrawal
2705,879,1124.47,2025-08-19 20:28:13,transfer
2706,693,786.16,2024-05-05 18:39:21,withdrawal
2707,14,775.68,2024-08-03 00:53:13,withdrawal
2708,173,1506.38,2024-12-18 06:48:31,withdrawal
2709,931,468.91,2025-09-21 09:33:25,deposit
2710,650,922.04,2024-03-20 04:53:41,transfer
2711,444,175.9,2025-01-10 12:24:06,deposit
2712,684,1960.93,2025-02-24 18:45:42,transfer
2713,243,1716.71,2025-05-24 23:47:48,withdrawal
2714,685,1543.37,2024-08-18 15:57:55,transfer
2715,547,1378.41,2024-11-27 07:23:23,transfer
2716,794,250.27,2024-03-20 09:47:22,deposit
2717,800,1328.28,2024-06-12 18:05:06,withdrawal
2718,69,1467.06,2024-09-14 03:32:15,withdrawal
2719,24,1971.86,2024-06-27 02:26:32,withdrawal
2720,638,1766.9,2025-02-20 02:59:21,transfer
2721,677,33.31,2025-11-29 03:07:48,withdrawal
2722,875,1720.76,2024-05-06 10:04:43,deposit
2723,746,505.99,2024-02-01 22:45:25,withdrawal
2724,390,342.25,2025-04-16 08:09:18,withdrawal
2725,44,476.74,2024-01-14 07:52:56,deposit
2726,3,481.54,2025-09-24 18:21:10,transfer
2727,911,934.33,2025-03-31 16:06:44,deposit
2728,853,610.02,2024-12-08 15:40:55,deposit
2729,6,440.22,2024-12-05 02:09:28,deposit
2730,470,522.18,2023-12-10 02:51:29,deposit
2731,742,1628.8,2024-02-28 10:40:25,deposit
2732,427,1194.28,2024-07-19 05:30:40,withdrawal
2733,287,894.1,2024-06-18 17:31:08,deposit
2734,849,901.47,2025-11-22 06:54:07,deposit
2735,52,54.59,2025-07-16 14:24:45,transfer
2736,30,670.67,2025-12-08 16:31:12,withdrawal
2737,925,58.92,2025-03-29 23:01:55,withdrawal
2738,545,1195.21,2024-07-15 03:16:44,transfer
2739,261,1960.51,2025-04-26 04:11:20,transfer
2740,226,831.05,2024-06-29 06:38:34,withdrawal
2741,718,973.96,2024-06-29 05:49:49,withdrawal
2742,855,299.94,2024-07-21 18:53:33,transfer
2743,156,886.55,2024-06-19 04:54:17,withdrawal
2744,879,848.79,2025-07-27 15:14:54,transfer
2745,162,1836.74,2025-11-15 05:38:39,withdrawal
2746,875,1040.75,2025-04-02 11:12:36,deposit
2747,965,264.42,2024-05-08 12:10:26,withdrawal
2748,627,747.46,2025-08-04 15:57:06,deposit
2749,404,850.67,2025-07-23 22:26:34,withdrawal
2750,420,1062.65,2024-11-02 11:02:57,withdrawal
2751,861,266.03,2024-09-24 04:45:36,withdrawal
2752,1,323.12,2025-09-30 13:44:37,transfer
2753,241,1693.54,2024-09-30 22:08:25,withdrawal
2754,602,1031.24,2025-07-16 02:24:23,withdrawal
2755,417,428.63,2024-06-04 10:50:43,withdrawal
2756,882,1258.58,2025-11-28 00:14:40,deposit
2757,137,1949.64,2024-07-04 15:40:43,deposit
2758,594,1267.61,2025-05-25 10:11:07,transfer
2759,95,900.79,2025-06-15 13:08:05,deposit
2760,289,535.57,2025-06-27 00:51:51,transfer
2761,936,17.85,2023-12-12 15:59:05,transfer
2762,953,1393.39,2024-01-16 01:23:33,transfer
2763,69,1940.4,2024-05-08 20:51:39,transfer
2764,523,1174.55,2024-06-13 08:26:38,deposit
2765,339,17.24,2024-12-20 00:55:51,deposit
2766,838,1069.74,2024-02-18 09:36:43,transfer
2767,872,1610.38,2025-10-26 20:53:58,transfer
2768,515,1360.55,2025-11-26 06:05:49,deposit
2769,298,204.02,2024-04-24 19:40:06,transfer
2770,736,107.44,2025-07-26 21:27:33,withdrawal
2771,60,824.77,2025-02-15 02:03:09,deposit
2772,562,1221.87,2025-08-05 11:54:44,withdrawal
2773,341,1788.1,2024-01-12 02:59:18,deposit
2774,511,556.69,2024-06-22 02:42:03,transfer
2775,396,1244.88,2025-07-02 01:14:30,withdrawal
2776,802,405.16,2024-01-07 10:15:41,deposit
2777,669,1957.43,2024-04-19 23:43:15,deposit
2778,577,1905.25,2024-02-06 17:10:37,deposit
2779,109,1398.49,2024-09-30 23:50:34,withdrawal
2780,293,152.56,2024-12-30 03:48:27,withdrawal
2781,670,715.97,2025-09-15 05:48:37,deposit
2782,759,897.01,2024-06-18 10:18:07,transfer
2783,336,824.23,2025-05-08 17:53:00,transfer
2784,167,1758.61,2024-12-27 16:25:20,withdrawal
2785,403,832.72,2024-04-08 19:16:49,transfer
2786,526,999.76,2024-09-17 11:08:09,transfer
2787,520,604.2,2025-10-01 18:03:35,withdrawal
2788,217,1986.88,2024-09-07 06:10:41,withdrawal
2789,711,1583.18,2024-08-12 09:09:35,deposit
2790,386,1499.18,2024-06-26 05:23:57,deposit
2791,101,1976.74,2025-12-07 06:50:46,transfer
2792,187,1444.44,2024-09-24 02:22:51,deposit
2793,845,1646.68,2024-04-06 16:33:03,withdrawal
2794,390,1839.07,2025-09-13 21:26:02,withdrawal
2795,313,609.6,2025-02-18 15:06:17,deposit
2796,459,809.86,2024-05-08 09:45:46,transfer
2797,23,1886.99,2025-07-15 01:46:21,transfer
2798,791,727.58,2024-09-21 09:22:04,transfer
2799,837,496.92,2025-06-26 15:34:37,deposit
2800,674,36.73,2024-08-24 09:44:30,withdrawal
2801,347,1347.6,2024-12-24 04:07:37,transfer
2802,997,942.8,2025-11-13 01:08:09,deposit
2803,853,1550.82,2024-11-06 06:48:42,withdrawal
2804,979,1223.19,2024-09-02 12:02:17,deposit
2805,304,1993.65,2024-10-26 21:41:43,deposit
2806,737,1673.26,2024-12-09 03:32:37,withdrawal
2807,7,1700.43,2024-07-10 19:01:41,withdrawal
2808,511,1041.37,2024-11-29 01:40:16,transfer
2809,310,280.92,2024-01-06 15:58:23,deposit
2810,225,879.01,2024-10-28 07:18:56,withdrawal
2811,99,1264.39,2024-09-18 19:44:51,withdrawal
2812,255,393.65,2025-08-05 17:53:31,deposit
2813,996,820.84,2024-03-06 01:18:23,withdrawal
2814,682,1768.46,2024-05-23 19:54:00,transfer
2815,275,686.27,2024-03-18 18:44:30,deposit
2816,961,1957.31,2024-10-23 05:58:03,transfer
2817,61,1417.71,2025-10-14 20:13:49,deposit
2818,827,234.22,2024-09-16 00:29:39,transfer
2819,927,237.65,2024-09-14 05:25:02,deposit
2820,352,897.16,2025-09-13 10:18:39,withdrawal
2821,726,586.18,2024-11-21 10:48:36,transfer
2822,544,1050.28,2024-09-08 21:45:42,transfer
2823,103,510.58,2024-05-02 06:51:57,withdrawal
2824,983,277.65,2024-11-12 01:25:17,withdrawal
2825,720,213.7,2025-07-20 14:54:21,withdrawal
2826,457,846.06,2024-12-17 04:03:46,withdrawal
2827,790,1870.75,2024-04-16 13:21:04,deposit
2828,722,790.55,2025-03-05 23:42:13,transfer
2829,965,1999.54,2025-10-23 00:57:55,deposit
2830,805,702.85,2024-07-28 18:43:19,deposit
2831,690,291.08,2025-11-15 14:11:39,deposit
2832,727,1767.68,2024-04-13 19:23:30,transfer
2833,393,231.07,2024-11-01 21:25:59,withdrawal
2834,377,1432.38,2025-01-16 23:49:30,withdrawal
2835,65,1914.71,2025-07-21 03:59:38,deposit
2836,666,1236.52,2025-11-08 04:28:03,withdrawal
2837,566,1595.5,2025-11-01 08:34:54,withdrawal
2838,214,1591.74,2024-06-02 18:37:02,transfer
2839,85,743.61,2024-02-29 19:53:20,deposit
2840,753,102.74,2024-08-22 17:28:34,deposit
2841,47,1079.85,2024-07-24 03:33:56,deposit
2842,602,241.24,2024-07-16 03:28:54,deposit
2843,925,153.88,2025-05-15 03:33:59,transfer
2844,521,890.87,2025-10-29 22:58:11,deposit
2845,584,1218.31,2025-10-29 15:20:15,withdrawal
2846,612,1776.0,2024-10-19 18:27:34,deposit
2847,217,473.81,2025-09-30 17:39:55,deposit
2848,955,665.95,2025-02-16 07:17:04,deposit
2849,758,1852.03,2025-02-01 17:18:20,withdrawal
2850,582,840.24,2025-11-14 19:07:36,deposit
2851,997,1987.25,2025-11-01 01:40:09,transfer
2852,695,420.09,2025-12-01 04:47:33,deposit
2853,255,1024.76,2024-11-29 16:38:47,deposit
2854,689,410.25,2024-11-17 20:21:35,deposit
2855,939,1105.8,2024-05-15 05:40:04,transfer
2856,937,540.62,2025-03-24 05:43:39,withdrawal
2857,81,1527.18,2023-12-20 11:58:00,withdrawal
2858,354,1933.68,2025-11-12 01:10:21,transfer
2859,611,1058.13,2024-10-22 05:42:32,withdrawal
2860,599,1494.81,2025-02-19 02:49:50,withdrawal
2861,329,553.68,2025-03-20 08:27:55,deposit
2862,460,568.0,2025-11-08 05:05:24,deposit
2863,878,1429.35,2025-04-15 10:35:35,transfer
2864,320,1572.43,2025-05-22 16:48:22,deposit
2865,117,1344.99,2025-08-06 13:55:08,deposit
2866,330,1058.48,2025-11-28 12:26:17,withdrawal
2867,94,1702.76,2025-09-09 18:31:23,deposit
2868,815,526.56,2025-02-10 16:33:59,transfer
2869,497,465.69,2024-08-02 02:11:16,deposit
2870,976,609.43,2024-08-17 23:55:50,deposit
2871,314,1772.29,2024-10-11 09:40:38,withdrawal
2872,449,1277.41,2024-09-27 04:36:25,deposit
2873,105,1676.41,2025-09-07 18:12:47,deposit
2874,709,1812.25,2025-10-10 18:15:57,withdrawal
2875,7,747.14,2024-02-02 18:43:25,withdrawal
2876,828,378.68,2025-11-28 21:08:21,deposit
2877,71,98.46,2024-08-11 14:30:52,deposit
2878,546,1816.27,2025-01-16 12:27:59,transfer
2879,764,19.42,2024-01-25 22:35:59,withdrawal
2880,483,765.31,2025-11-29 02:43:12,withdrawal
2881,623,375.05,2024-01-04 16:09:01,deposit
2882,113,1290.3,2024-02-28 17:23:57,deposit
2883,756,226.31,2024-12-08 08:25:47,deposit
2884,54,229.35,2025-06-28 18:44:15,withdrawal
2885,936,933.19,2024-12-04 10:45:34,withdrawal
2886,431,117.87,2024-04-12 17:26:06,withdrawal
2887,995,1467.45,2024-01-16 23:12:25,withdrawal
2888,317,415.57,2024-04-03 11:39:48,deposit
2889,238,1271.64,2023-12-14 19:59:52,deposit
2890,768,1124.17,2025-08-26 19:18:16,deposit
2891,698,80.11,2023-12-17 12:16:15,withdrawal
2892,393,181.94,2025-10-16 23:36:23,transfer
2893,869,801.76,2024-05-24 00:34:38,deposit
2894,586,696.69,2024-04-02 21:07:21,deposit
2895,400,1268.89,2025-09-28 11:40:08,transfer
2896,998,1644.94,2024-04-08 01:40:48,deposit
2897,753,1663.34,2024-06-26 23:46:20,deposit
2898,645,117.41,2024-10-23 04:14:03,withdrawal
2899,693,1191.44,2025-02-20 10:56:43,transfer
2900,842,474.72,2024-06-21 18:47:18,withdrawal
2901,87,357.76,2025-10-02 22:14:54,transfer
2902,329,459.56,2024-01-02 12:49:03,transfer
2903,178,158.86,2025-07-26 22:30:27,withdrawal
2904,411,673.83,2025-06-12 22:20:45,withdrawal
2905,950,1235.92,2024-11-26 05:50:03,withdrawal
2906,518,1237.22,2025-11-01 07:38:10,transfer
2907,323,1202.72,2025-06-02 01:55:51,withdrawal
2908,835,333.46,2024-11-12 19:21:51,deposit
2909,598,448.34,2024-04-22 10:28:23,deposit
2910,716,345.59,2023-12-13 21:04:04,withdrawal
2911,983,825.07,2024-01-29 16:54:52,deposit
2912,818,1846.33,2025-06-15 07:23:05,deposit
2913,978,1799.98,2024-02-08 00:02:57,deposit
2914,502,30.68,2025-06-02 07:46:09,deposit
2915,422,544.81,2024-09-29 20:44:58,deposit
2916,816,711.97,2024-05-22 03:38:08,deposit
2917,272,174.26,2024-02-10 01:17:16,deposit
2918,638,1003.75,2024-03-04 20:43:53,deposit
2919,235,193.19,2024-03-25 09:49:04,transfer
2920,66,679.59,2024-01-12 21:47:39,withdrawal
2921,499,264.06,2025-04-17 17:05:12,deposit
2922,961,1225.23,2024-07-26 22:15:16,withdrawal
2923,847,1243.03,2025-01-14 20:24:54,deposit
2924,533,109.56,2025-11-20 15:34:27,withdrawal
2925,436,301.54,2025-01-13 01:15:33,withdrawal
2926,581,1310.14,2024-12-03 01:52:15,withdrawal
2927,696,1712.29,2025-06-03 20:24:53,deposit
2928,622,389.65,2025-07-25 16:33:05,transfer
2929,378,492.67,2025-06-01 05:15:49,deposit
2930,501,336.05,2025-09-23 19:30:55,deposit
2931,208,746.84,2025-04-01 12:51:46,deposit
2932,792,1806.17,2025-05-04 07:57:00,transfer
2933,822,624.11,2024-10-02 07:17:52,transfer
2934,141,266.3,2024-08-01 01:28:21,withdrawal
2935,658,406.16,2024-01-29 12:07:47,deposit
2936,583,687.49,2025-10-19 19:56:43,withdrawal
2937,696,1761.09,2025-09-09 07:50:48,transfer
2938,115,302.16,2025-09-28 03:20:07,withdrawal
2939,897,947.25,2024-04-03 16:44:02,withdrawal
2940,761,875.46,2024-11-17 16:52:42,withdrawal
2941,704,382.29,2024-09-07 01:40:12,deposit
2942,893,331.33,2024-04-24 12:36:44,transfer
2943,785,533.92,2023-12-17 20:13:14,transfer
2944,979,612.38,2023-12-13 05:34:17,deposit
2945,30,202.61,2024-08-05 23:02:28,withdrawal
2946,386,333.14,2024-03-17 04:59:18,transfer
2947,167,1886.31,2024-03-02 18:59:59,withdrawal
2948,831,1049.25,2023-12-17 16:47:46,withdrawal
2949,710,369.28,2025-07-22 15:48:08,withdrawal
2950,577,948.01,2025-09-20 19:29:06,deposit
2951,585,1772.31,2024-10-10 02:07:05,transfer
2952,524,1437.7,2024-09-14 17:58:14,withdrawal
2953,706,733.69,2025-02-27 22:05:39,transfer
2954,108,1393.35,2025-06-10 04:03:14,transfer
2955,736,329.91,2025-03-11 21:31:36,deposit
2956,498,168.22,2025-12-05 02:11:19,deposit
2957,582,750.19,2025-09-23 18:38:28,withdrawal
2958,892,331.5,2024-11-08 03:44:39,transfer
2959,510,255.97,2025-04-25 19:01:58,transfer
2960,551,125.19,2025-02-14 11:02:13,transfer
2961,738,343.73,2025-09-14 08:44:51,transfer
2962,991,803.97,2024-05-22 05:32:40,transfer
2963,801,282.74,2025-03-16 20:17:24,withdrawal
2964,887,1900.78,2025-09-04 22:31:28,withdrawal
2965,305,660.56,2024-12-06 18:37:14,transfer
2966,928,1514.09,2025-10-25 03:54:59,withdrawal
2967,918,1692.45,2025-08-06 14:45:05,withdrawal
2968,989,783.68,2025-03-22 23:37:07,deposit
2969,767,1032.41,2025-12-07 00:06:22,withdrawal
2970,224,1342.17,2025-09-19 02:50:42,transfer
2971,549,1882.62,2024-03-10 03:35:18,transfer
2972,484,785.61,2025-05-25 19:19:18,transfer
2973,311,1110.58,2023-12-23 01:26:15,withdrawal
2974,835,43.84,2024-03-20 09:51:01,deposit
2975,179,232.86,2025-07-12 02:27:16,deposit
2976,401,811.8,2025-06-24 12:50:08,withdrawal
2977,312,10.8,2025-10-08 00:00:37,deposit
2978,489,1535.56,2024-06-16 23:28:17,deposit
2979,453,488.65,2024-03-15 22:57:07,transfer
2980,633,988.06,2024-11-26 23:48:26,deposit
2981,758,200.42,2025-01-16 02:50:04,deposit
2982,930,749.54,2025-10-05 10:23:14,transfer
2983,953,345.59,2025-02-01 01:14:43,deposit
2984,55,624.55,2024-11-20 16:33:40,deposit
2985,687,1788.31,2024-01-14 12:45:17,deposit
2986,290,812.54,2024-08-16 07:03:59,transfer
2987,788,1987.07,2024-09-21 16:44:49,transfer
2988,107,873.09,2025-09-15 18:59:23,transfer
2989,114,1984.67,2024-08-11 13:14:55,deposit
2990,259,1142.29,2025-08-04 21:39:11,withdrawal
2991,251,85.39,2025-08-21 12:06:02,withdrawal
2992,760,1416.92,2024-06-28 19:29:35,deposit
2993,346,45.85,2024-04-03 16:01:21,withdrawal
2994,954,476.32,2024-05-13 17:07:45,transfer
2995,727,1304.35,2024-03-15 06:16:11,deposit
2996,184,1364.9,2025-01-27 16:22:35,deposit
2997,701,1674.69,2024-08-22 09:23:45,transfer
2998,371,413.79,2025-02-24 23:39:00,deposit
2999,136,1175.41,2024-02-06 12:27:56,transfer
3000,616,1272.28,2024-08-08 09:53:26,deposit
3001,683,1944.1,2023-12-13 06:39:14,withdrawal
3002,292,788.47,2024-05-17 13:54:41,deposit
3003,370,475.3,2025-04-21 10:47:41,transfer
3004,737,1683.45,2024-10-26 19:17:06,deposit
3005,853,314.17,2024-06-20 08:40:31,transfer
3006,435,60.78,2024-08-08 23:59:10,deposit
3007,824,1284.28,2025-12-06 06:50:31,deposit
3008,938,1684.72,2025-09-20 11:49:51,deposit
3009,196,51.09,2025-05-21 12:00:17,transfer
3010,724,439.8,2024-07-05 17:49:59,deposit
3011,408,1482.22,2024-03-06 16:04:22,withdrawal
3012,689,1461.16,2024-07-08 12:33:17,deposit
3013,843,1021.94,2024-01-17 18:10:27,transfer
3014,563,1414.43,2025-01-15 05:08:58,deposit
3015,98,1384.84,2025-04-27 10:45:01,transfer
3016,66,1317.5,2024-02-07 22:43:01,withdrawal
3017,867,1929.18,2024-04-13 22:37:52,transfer
3018,547,714.93,2024-06-21 20:07:05,withdrawal
3019,866,1033.65,2024-04-05 10:46:07,deposit
3020,7,243.28,2025-08-24 01:19:19,transfer
3021,859,1190.1,2025-04-28 10:07:28,transfer
3022,464,1536.84,2025-10-05 08:53:23,transfer
3023,305,134.98,2024-05-26 21:35:33,deposit
3024,215,628.98,2025-05-19 09:19:00,deposit
3025,7,1976.26,2025-06-03 10:17:19,deposit
3026,469,1840.48,2025-03-27 05:15:17,withdrawal
3027,413,1803.07,2025-06-01 22:03:56,deposit
3028,527,158.68,2025-06-21 21:16:02,transfer
3029,733,728.87,2024-11-15 20:29:02,transfer
3030,505,1053.97,2025-08-06 07:52:11,deposit
3031,930,745.74,2025-08-10 06:48:14,deposit
3032,486,438.86,2024-07-18 13:36:35,deposit
3033,369,1671.34,2025-06-21 11:57:46,withdrawal
3034,951,1904.18,2024-02-18 21:45:35,transfer
3035,657,7.26,2025-07-26 17:20:24,withdrawal
3036,613,1593.29,2025-03-06 23:06:53,withdrawal
3037,434,531.03,2025-02-08 22:22:33,transfer
3038,992,1996.17,2025-09-06 06:00:58,withdrawal
3039,860,1644.42,2024-05-28 03:11:25,withdrawal
3040,399,1394.42,2024-12-23 10:09:15,deposit
3041,942,1733.96,2024-08-26 20:35:10,withdrawal
3042,575,1891.42,2025-11-19 09:25:08,deposit
3043,989,124.92,2024-09-13 17:02:29,deposit
3044,187,1111.05,2025-10-19 12:34:17,withdrawal
3045,810,1919.89,2025-02-25 09:15:26,deposit
3046,103,727.18,2025-06-06 17:08:49,deposit
3047,623,745.47,2025-04-18 15:54:53,transfer
3048,43,103.35,2025-11-19 16:03:10,deposit
3049,405,62.79,2025-11-23 20:10:54,withdrawal
3050,289,1326.52,2024-03-27 11:02:48,deposit
3051,151,1471.98,2024-04-23 00:45:23,transfer
3052,409,760.42,2024-01-06 12:28:36,deposit
3053,329,1333.06,2024-12-11 23:37:04,deposit
3054,566,1498.16,2025-01-04 05:36:36,transfer
3055,397,7.28,2024-05-26 15:32:25,withdrawal
3056,977,1650.26,2024-06-22 08:54:52,transfer
3057,178,1462.06,2024-06-23 12:55:03,deposit
3058,647,212.67,2025-01-15 18:25:48,transfer
3059,59,838.68,2025-09-14 23:47:09,deposit
3060,651,468.01,2025-10-27 17:39:30,transfer
3061,379,968.71,2024-05-17 09:07:22,deposit
3062,747,1808.65,2024-07-12 23:32:53,transfer
3063,830,1028.88,2024-01-22 18:17:16,withdrawal
3064,657,1012.12,2024-05-06 00:07:16,withdrawal
3065,777,1031.15,2024-06-12 20:47:34,withdrawal
3066,482,449.42,2024-07-10 07:17:30,withdrawal
3067,85,1628.81,2025-06-22 11:19:12,transfer
3068,907,260.36,2025-03-05 14:45:50,deposit
3069,245,1730.68,2025-10-01 08:50:53,deposit
3070,787,1478.24,2025-05-25 13:04:00,deposit
3071,515,45.14,2024-10-07 09:57:07,withdrawal
3072,550,324.62,2024-01-26 04:15:36,deposit
3073,463,505.48,2024-11-17 15:17:34,withdrawal
3074,462,1354.47,2025-04-05 05:54:47,transfer
3075,832,1638.61,2025-10-28 01:58:04,transfer
3076,496,1950.24,2025-10-14 01:01:13,withdrawal
3077,393,1715.01,2024-06-13 21:24:01,deposit
3078,19,1494.14,2025-10-25 01:52:03,withdrawal
3079,688,1822.11,2024-01-24 12:18:57,withdrawal
3080,88,675.31,2024-11-03 05:03:02,withdrawal
3081,676,1841.19,2024-03-17 14:44:01,transfer
3082,993,123.69,2025-07-06 11:24:58,transfer
3083,581,1984.66,2025-11-03 23:17:17,deposit
3084,271,1154.43,2025-09-06 13:41:34,deposit
3085,413,1445.36,2025-07-31 04:51:27,withdrawal
3086,855,73.9,2024-12-17 06:50:18,withdrawal
3087,278,1276.51,2025-11-01 21:37:06,transfer
3088,70,1909.78,2025-04-05 01:34:40,deposit
3089,394,1972.57,2025-06-20 08:39:27,withdrawal
3090,717,595.08,2024-05-21 09:26:24,transfer
3091,727,932.18,2025-07-17 14:01:58,withdrawal
3092,603,958.78,2025-02-03 21:35:16,withdrawal
3093,550,1215.14,2024-03-26 09:27:19,transfer
3094,898,183.15,2024-11-01 08:36:23,withdrawal
3095,965,947.89,2024-12-01 06:24:52,transfer
3096,652,449.52,2024-07-04 23:52:44,withdrawal
3097,75,1049.07,2024-09-22 00:34:47,withdrawal
3098,664,106.1,2025-05-09 16:45:30,deposit
3099,787,1900.45,2024-12-06 04:49:26,withdrawal
3100,168,992.41,2024-11-29 17:51:55,deposit
3101,562,640.55,2025-01-10 20:11:51,withdrawal
3102,560,1726.66,2025-09-22 03:06:04,transfer
3103,464,425.71,2024-09-16 14:43:20,deposit
3104,415,158.42,2024-06-13 08:10:56,deposit
3105,240,760.18,2025-01-29 01:49:08,withdrawal
3106,831,797.62,2025-10-19 06:15:56,deposit
3107,497,109.41,2025-07-05 20:30:37,deposit
